Participant,Stimulus_Name,Valence,Arousal,ibi mean normalize,ibi min normalize,ibi max normalize,ibi skew normalize,ibi kurtosis normalize,ibi std normalize
group33_v5_7,U_Ne,0.03604,-0.307211,-0.0514749,-0.1155637,0.00395471,-0.5140997,-0.6727093,0.03194537
group33_v5_7,V_Ne,0.024627,-0.329362,0.05001731,-0.0885572,0.33860628,0.92722354,-0.3974159,0.11986963
group33_v5_7,W_HN,-0.09292,0.117222,-0.0078317,-0.1394674,0.1712805,0.35041719,-0.8787001,0.08234363
group33_v5_8,A1_LP,0.399106,-0.35633,0.0819039,-0.0011763,0.19858841,-0.0130126,-0.7113934,0.04372421
group33_v5_8,A2_LP,0.476619,-0.112168,0.09085421,-0.1376712,0.26993296,0.25376081,0.72945373,0.066082
group33_v5_8,A3_LP,0.339518,0.454607,0.06527392,-0.1010587,0.26993296,0.15166222,-1.3825331,0.10496617
group33_v5_8,A4_LP,0.482044,-0.123658,0.09914876,0.01309259,0.26993296,0.99708991,0.1764096,0.05999104
group33_v5_8,A_HN,-0.654993,0.202016,0.06205948,-0.0439831,0.17005059,0.16231177,-0.4017255,0.04819064
group33_v5_8,B_HN,-0.747435,0.372859,0.10126315,-0.0297141,0.39835315,0.71900549,0.43900594,0.08572079
group33_v5_8,C_LN,-0.335395,-0.546479,0.10135623,-0.0154452,0.40672652,0.56936774,3.75178141,0.05235888
group33_v5_8,F_HN,-0.324285,0.615042,0.10093055,-0.0297141,0.26993296,-0.0046749,-0.6847994,0.06173199
group33_v5_8,G_HP,0.387345,0.586412,0.10797948,-0.0297141,0.22712623,-0.0453666,-0.5515469,0.05461875
group33_v5_8,H_HP,0.43834,0.658271,0.07358135,-0.0297141,0.1843195,0.26888449,0.64914641,0.04099416
group33_v5_8,J_Ne,0.151813,-0.53546,0.07444242,-0.0154452,0.24139514,1.03734827,0.99492143,0.05376283
group33_v5_8,K_Ne,0.10863,-0.613159,-0.000229,-0.0867898,0.17005059,0.86758226,0.3132154,0.05952327
group33_v5_8,M_LN,-0.447324,-0.339707,0.11740166,-0.372168,0.24139514,-2.5743087,6.56485151,0.11509802
group33_v5_8,N_LN,-0.518283,-0.234037,0.05837185,-0.0861912,0.25566405,0.87182707,1.1011042,0.06485792
group33_v5_8,O_LN,-0.380227,-0.529998,0.08209894,-0.4863193,0.28420187,-2.779368,10.2536601,0.10287592
group33_v5_8,P_HP,0.385001,0.647299,0.16573914,-0.0439831,0.55531116,1.17552749,3.67014035,0.08901802
group33_v5_8,Q_HP,0.457176,0.640659,0.06508337,0.01309259,0.17005059,0.65194567,-0.2075448,0.03107901
group33_v5_8,U_Ne,0.243257,-0.465014,0.02481374,-0.0439831,0.11297496,0.08177224,-1.0086145,0.03881162
group33_v5_8,V_Ne,0.166222,-0.498542,0.08391447,-0.0361662,0.17005059,0.19007846,-0.5339497,0.04368072
group33_v5_8,W_HN,-0.627173,0.177435,0.05750685,-0.4720503,0.29847078,-2.3123833,5.10176637,0.14141961
group33_v5_9,A1_LP,0.312388,-0.157999,-0.0070547,-0.165594,0.10260799,-0.238286,-0.4947827,0.06033899
group33_v5_9,A2_LP,0.373059,-0.049736,0.01395857,-0.2450612,0.15227502,-0.8864766,1.46967677,0.07652193
group33_v5_9,A3_LP,0.265747,0.201576,0.00819844,-0.2549946,0.19200864,-0.8517744,0.5507605,0.09768567
group33_v5_9,A4_LP,0.377305,-0.054831,-0.0050727,-0.1854608,0.17214183,-0.172641,-0.1042261,0.07374122
group33_v5_9,A_HN,-0.512675,0.089575,-0.0086546,-0.2251944,0.13240821,-0.4605228,-0.361066,0.08418514
group33_v5_9,B_HN,-0.585031,0.165328,-0.0304829,-0.1953942,0.13240821,-0.2031093,0.08359659,0.06765093
group33_v5_9,C_LN,-0.26252,-0.242312,-0.0034345,-0.165594,0.15227502,0.02087613,-0.5710755,0.07207494
group33_v5_9,F_HN,-0.253824,0.272714,-0.0376924,-0.1258603,0.08274118,0.45692294,-0.4177401,0.04713777
group33_v5_9,G_HP,0.303182,0.260019,-0.0286039,-0.1953942,0.13240821,-0.03516,-0.6215586,0.07405523
group33_v5_9,H_HP,0.343097,0.291882,-0.0112751,-0.215261,0.14234161,-0.4337251,0.04480094,0.0728797
group33_v5_9,J_Ne,0.118827,-0.237426,-0.0419865,-0.1854608,0.1224748,0.2533056,-0.8842782,0.07409798
group33_v5_9,K_Ne,0.085027,-0.271878,-0.1355588,-0.264928,0.03000899,0.26464237,-0.5215834,0.06842951
group33_v5_9,M_LN,-0.350129,-0.150628,0.00014952,-0.215261,0.25160907,0.07667549,-0.573505,0.09825789
group33_v5_9,N_LN,-0.40567,-0.103774,0.03468283,-0.215261,0.18207524,-0.4828837,1.10347689,0.0705482
group33_v5_9,O_LN,-0.297611,-0.235004,-0.0088499,-0.2351278,0.17214183,-0.3032315,-0.5866092,0.08278269
group33_v5_9,P_HP,0.301348,0.287016,-0.0286574,-0.2251944,0.14234161,-0.4702305,-0.3523187,0.08307677
group33_v5_9,Q_HP,0.35784,0.284072,-0.1054785,-0.2351278,0.04300756,0.22717016,-1.2385471,0.0819663
group33_v5_9,U_Ne,0.190402,-0.20619,-0.039918,-0.1953942,0.15227502,0.17061611,0.51525048,0.05913517
group33_v5_9,V_Ne,0.130105,-0.221057,-0.0014223,-0.1854608,0.10260799,-0.5706248,-0.0651468,0.06403492
group33_v5_9,W_HN,-0.4909,0.078676,0.02593479,-0.1953942,0.17214183,-0.9479303,1.49034716,0.06717639
group_33_v1_1,A1_LP,0.002483,-0.248122,-0.0917397,-0.5407203,0.19860787,-0.7589661,-1.2998445,0.28403929
group_33_v1_1,A2_LP,0.002965,-0.078106,0.13383451,0.03057873,0.34423313,0.9042638,3.578888,0.03798023
group_33_v1_1,A3_LP,0.002112,0.316555,0.06029361,-0.1231639,0.2322137,-0.1433835,0.37677488,0.05175705
group_33_v1_1,A4_LP,0.002999,-0.086107,-0.167706,-0.5407203,0.06418456,-0.5338236,-1.3967364,0.20983393
group_33_v1_1,A_HN,-0.004075,0.140669,0.07008091,-0.0590368,0.19860787,-0.0817392,0.61247313,0.04194869
group_33_v1_1,B_HN,-0.00465,0.259631,0.08376224,-0.014229,0.29942536,1.24840329,2.03480609,0.05605214
group_33_v1_1,C_LN,-0.002087,-0.380528,-0.0171675,-0.1822582,0.0753865,-1.2010687,1.87928826,0.04581428
group_33_v1_1,F_HN,-0.002017,0.42827,-0.0155859,-0.5967301,0.37783895,-0.9984875,-0.7135248,0.31858736
group_33_v1_1,G_HP,0.00241,0.408334,0.03002191,-0.1262485,0.20980981,0.02757889,0.92764411,0.04820794
group_33_v1_1,H_HP,0.002727,0.458371,-0.163677,-0.5631242,0.14259816,-1.0222575,1.05646543,0.1320186
group_33_v1_1,J_Ne,0.000944,-0.372855,0.00646374,-0.1262485,0.14259816,-0.4257389,0.9067217,0.0412106
group_33_v1_1,K_Ne,0.000676,-0.426959,0.04180465,-0.1262485,0.17620399,-0.5842986,-0.4873731,0.07261296
group_33_v1_1,M_LN,-0.002783,-0.236547,-0.1572017,-0.5967301,0.05298262,-1.1078108,0.22312969,0.1557107
group_33_v1_1,N_LN,-0.003224,-0.162966,-0.0249061,-0.1374504,0.10899233,0.088031,-0.2949609,0.04755897
group_33_v1_1,O_LN,-0.002365,-0.369051,-0.2723156,-0.5631242,0.2322137,0.46760919,-1.5450566,0.2788178
group_33_v1_1,P_HP,0.002395,0.450731,0.0699178,-0.0006048,0.14259816,-0.2981868,-1.3768467,0.04396774
group_33_v1_1,Q_HP,0.002844,0.446108,-0.0385863,-0.1038446,0.01937679,-0.4236011,-0.4968357,0.02704341
group_33_v1_1,U_Ne,0.001513,-0.323801,0.0560387,-0.0926426,0.19261316,-0.1398342,-0.0369365,0.05696243
group_33_v1_1,V_Ne,0.001034,-0.347148,-0.1658767,-0.5183165,0.1538001,0.09603432,-1.5595192,0.21832265
group_33_v1_1,W_HN,-0.003902,0.123553,-0.0711511,-0.4959126,0.14259816,-0.9340944,-0.5630344,0.18251837
group_33_v1_10,A1_LP,0.095363,-0.259699,0.22283062,-0.0585969,0.43825467,-0.4134278,-1.1209441,0.16575045
group_33_v1_10,A2_LP,0.113883,-0.08175,0.45105828,0.01985331,1.37965773,0.84777111,-0.46334,0.34684967
group_33_v1_10,A3_LP,0.081125,0.331325,0.11522299,-0.0585969,0.35980442,0.39565363,-0.9504921,0.10657743
group_33_v1_10,A4_LP,0.11518,-0.090124,0.15736804,-0.0324469,0.41210459,-0.1224421,-0.9737138,0.11531508
group_33_v1_10,A_HN,-0.156504,0.147233,0.24319199,-0.0324469,0.5705852,0.07921545,-1.1518913,0.16759522
group_33_v1_10,B_HN,-0.178592,0.271746,0.86007677,0.12445365,1.72457012,-0.0301523,-1.7456002,0.60927951
group_33_v1_10,C_LN,-0.080139,-0.398284,0.16593592,-0.0585969,0.67360544,0.89917254,1.29280411,0.13717144
group_33_v1_10,F_HN,-0.077485,0.448254,0.16487599,-0.0062968,0.43825467,0.31704462,-0.6985197,0.10173959
group_33_v1_10,G_HP,0.092552,0.427387,0.19559562,0.09830357,0.58208014,2.49450716,8.40313102,0.07143031
group_33_v1_10,H_HP,0.104737,0.479759,0.11757306,-0.0585969,0.49055484,0.97998976,-0.2690884,0.15482933
group_33_v1_10,J_Ne,0.036274,-0.390253,0.10272215,-0.0585969,0.67360544,1.20704887,0.73502548,0.18316898
group_33_v1_10,K_Ne,0.025956,-0.446881,0.03057061,-0.0324469,0.15295186,0.66855972,-0.9905698,0.05746576
group_33_v1_10,M_LN,-0.106884,-0.247584,0.2916265,-0.0062968,0.72590561,0.34067647,-0.9685784,0.1889589
group_33_v1_10,N_LN,-0.123839,-0.17057,0.25472121,-0.0324469,0.64745535,0.07272763,-0.8619827,0.16412244
group_33_v1_10,O_LN,-0.090852,-0.386272,0.26138597,-0.0585969,0.9089562,0.77291907,-0.7570506,0.30060599
group_33_v1_10,P_HP,0.091992,0.471763,0.44122803,-0.0062968,0.98740646,0.17486659,0.21980132,0.20123523
group_33_v1_10,Q_HP,0.109238,0.466924,0.18997437,-0.0005044,0.26904602,-1.2147299,0.54949405,0.06797466
group_33_v1_10,U_Ne,0.058124,-0.33891,0.49056313,0.01985331,1.03970663,0.22954494,-1.6730341,0.41383337
group_33_v1_10,V_Ne,0.039717,-0.363346,0.22040193,-0.0585969,0.51670493,0.09670303,-1.0797543,0.14860966
group_33_v1_10,W_HN,-0.149857,0.129318,0.20619889,-0.0324469,0.62130527,0.68579695,0.26761292,0.1491448
group_33_v1_11,A1_LP,0.241027,-0.180776,-0.5529446,-0.6166751,-0.4716332,0.34729946,-0.8499108,0.0377925
group_33_v1_11,A2_LP,0.287838,-0.056906,-0.5227486,-0.6270352,-0.4612731,-0.0965554,-1.5160366,0.0482985
group_33_v1_11,A3_LP,0.205041,0.230634,-0.5453666,-0.606315,-0.4923535,0.09029489,-1.4342134,0.03893929
group_33_v1_11,A4_LP,0.291114,-0.062735,-0.5667452,-0.6270352,-0.5130738,-0.2156378,-0.9868197,0.03507746
group_33_v1_11,A_HN,-0.395561,0.102488,-0.5016254,-0.6270352,-0.1742822,1.27867357,0.77162952,0.1121129
group_33_v1_11,B_HN,-0.451389,0.189161,-0.52621,-0.5959548,-0.4923535,-0.7030735,-1.0882588,0.03414534
group_33_v1_11,C_LN,-0.202551,-0.277243,-0.5421925,-0.6270352,-0.4716332,-0.2676531,-1.1315619,0.04033437
group_33_v1_11,F_HN,-0.195841,0.312027,-0.4364335,-0.6270352,0.01529299,1.04527881,-0.7032368,0.20825677
group_33_v1_11,G_HP,0.233924,0.297502,-0.3825952,-0.6270352,-0.0468678,0.53545137,-1.3689147,0.18511419
group_33_v1_11,H_HP,0.264721,0.333958,-0.1258067,-0.2229901,-0.0572279,-0.0723687,-1.0867345,0.03857785
group_33_v1_11,J_Ne,0.091683,-0.271653,-0.5353571,-0.6270352,-0.4612731,-0.1476256,-1.4433265,0.04972975
group_33_v1_11,K_Ne,0.065604,-0.311072,-0.5559766,-0.6270352,-0.4716332,0.27896382,-1.0753927,0.03891109
group_33_v1_11,M_LN,-0.270146,-0.172342,-0.3222771,-0.6166751,-0.0986685,-0.4237709,-1.6192316,0.17885136
group_33_v1_11,N_LN,-0.313,-0.118733,-0.5333719,-0.6166751,-0.4198326,0.50583258,-0.7531332,0.0462909
group_33_v1_11,O_LN,-0.229626,-0.268882,-0.474886,-0.5959548,0.05673352,1.92297643,2.14734309,0.16698654
group_33_v1_11,P_HP,0.232509,0.328392,-0.5520116,-0.6270352,-0.4612731,0.43113989,-1.247804,0.04487683
group_33_v1_11,Q_HP,0.276096,0.325023,-0.5557553,-0.6233804,-0.4612731,0.34095714,-0.2529333,0.03852331
group_33_v1_11,U_Ne,0.146907,-0.235914,-0.56996,-0.6166751,-0.450913,0.77858229,-0.2154774,0.03817419
group_33_v1_11,V_Ne,0.100384,-0.252923,-0.5437981,-0.6270352,-0.4612731,0.01932503,-0.3657855,0.03535762
group_33_v1_11,W_HN,-0.378761,0.090018,-0.4999304,-0.6270352,-0.1090286,2.26598894,4.66384993,0.11416802
group_33_v1_12,A1_LP,0.207922,-0.237831,-0.1077335,-0.2450944,0.16296269,0.99470078,-0.2626597,0.10096139
group_33_v1_12,A2_LP,0.248303,-0.074866,-0.1039391,-0.2654972,0.26497696,0.56414858,-0.3255253,0.11420667
group_33_v1_12,A3_LP,0.176878,0.303425,-0.0068729,-0.163483,0.30578267,0.62524939,-0.9046214,0.12043258
group_33_v1_12,A4_LP,0.251129,-0.082535,0.28187634,-0.1838858,0.61182548,-0.4918965,-1.2072995,0.21572284
group_33_v1_12,A_HN,-0.34123,0.134835,-0.0991317,-0.2654972,0.14255983,0.66261485,0.15463766,0.08628545
group_33_v1_12,B_HN,-0.389389,0.248863,0.12799876,-0.2125864,0.57101977,0.0946727,-1.4057849,0.25956461
group_33_v1_12,C_LN,-0.17473,-0.364745,0.15189031,-0.2654972,0.38739408,-0.8063867,-0.2377081,0.1662907
group_33_v1_12,F_HN,-0.168942,0.410507,0.04421887,-0.2246915,0.18336554,-0.7496317,-0.7700209,0.11578766
group_33_v1_12,G_HP,0.201794,0.391398,-0.0023314,-0.2654972,0.16296269,-0.6032672,-1.4077445,0.17417084
group_33_v1_12,H_HP,0.228361,0.43936,-0.1133593,-0.2654972,0.28537981,1.4374894,0.69026631,0.14685795
group_33_v1_12,J_Ne,0.07909,-0.357391,0.07514062,-0.2654972,0.28537981,-0.3149234,-1.6335813,0.20640071
group_33_v1_12,K_Ne,0.056593,-0.40925,-0.0289227,-0.2450944,0.36699123,0.75282029,-0.1539155,0.16105524
group_33_v1_12,M_LN,-0.233041,-0.226736,0.02851915,-0.2450944,0.53553918,0.53936552,-0.6514133,0.21881942
group_33_v1_12,N_LN,-0.270009,-0.156207,0.06519292,-0.2042887,0.44860265,0.02504282,-0.7139906,0.15483306
group_33_v1_12,O_LN,-0.198086,-0.353745,-0.0995438,-0.2654972,0.53021406,1.76148512,1.81366297,0.20554481
group_33_v1_12,P_HP,0.200573,0.432037,-0.1506855,-0.2654972,0.18336554,0.9359227,1.0951335,0.08727138
group_33_v1_12,Q_HP,0.238174,0.427605,-0.0595391,-0.2313562,0.24457411,0.25774832,-0.6868866,0.11869961
group_33_v1_12,U_Ne,0.126729,-0.310371,-0.0654231,-0.2654972,0.42301182,0.89505508,0.91624685,0.14081884
group_33_v1_12,V_Ne,0.086596,-0.332749,-0.0403488,-0.2450944,0.2037684,-0.1657311,-1.2965957,0.1224618
group_33_v1_12,W_HN,-0.326737,0.118428,-0.0164269,-0.2654972,0.36699123,0.40324847,-1.5817348,0.24196693
group_33_v1_13,A1_LP,0.324067,-0.141654,0.03011334,-0.2180129,0.18646322,-0.9858306,1.31348789,0.07642825
group_33_v1_13,A2_LP,0.387006,-0.044591,0.01572855,-0.2989081,0.20443993,-1.4953636,2.45670675,0.08940159
group_33_v1_13,A3_LP,0.275683,0.180723,-0.010796,-0.1820594,0.12354471,-0.6530566,-1.0466116,0.09118185
group_33_v1_13,A4_LP,0.391411,-0.049159,0.02707769,-0.2000362,0.20443993,-0.8105959,-0.1077923,0.08047996
group_33_v1_13,A_HN,-0.531842,0.080309,-0.0540538,-0.2359896,0.06961457,-0.3221534,-1.3258499,0.08972743
group_33_v1_13,B_HN,-0.606903,0.148225,-0.0278888,-0.2180129,0.15050979,-0.619392,-1.2211172,0.10743858
group_33_v1_13,C_LN,-0.272335,-0.217246,-0.0528198,-0.4014986,0.11455636,-1.0703038,0.35820375,0.12448982
group_33_v1_13,F_HN,-0.263313,0.244502,-0.0144065,-0.2359896,0.15949815,-1.3318469,1.35486002,0.07518864
group_33_v1_13,G_HP,0.314517,0.23312,-0.4030337,-0.6674308,0.04049798,0.35017269,-1.3495801,0.23557363
group_33_v1_13,H_HP,0.355924,0.261687,0.07055385,-0.1910478,0.15949815,-1.9105615,3.45225995,0.07450414
group_33_v1_13,J_Ne,0.12327,-0.212865,0.04453617,-0.1191409,0.14152143,-0.7160893,-0.7951101,0.07094558
group_33_v1_13,K_Ne,0.088206,-0.243753,0.00733378,-0.146106,0.11455636,-0.8227728,-0.6455525,0.06366151
group_33_v1_13,M_LN,-0.363219,-0.135046,-0.0116938,-0.4122379,0.12354471,-1.8868668,2.86317889,0.10638053
group_33_v1_13,N_LN,-0.420836,-0.093038,-0.0232844,-0.5146287,0.1684865,-1.75866,1.87173811,0.17351019
group_33_v1_13,O_LN,-0.308738,-0.210694,-0.182072,-0.6314773,0.13253307,-0.3814571,-0.8320315,0.18388716
group_33_v1_13,P_HP,0.312614,0.257325,-0.0072009,-0.2809314,0.07860293,-1.9492808,2.88733845,0.07847763
group_33_v1_13,Q_HP,0.371218,0.254686,0.01335158,-0.0472341,0.06961457,-0.1899009,-0.0779189,0.02298719
group_33_v1_13,U_Ne,0.19752,-0.18486,-0.2149802,-0.622489,0.14152143,-0.5054163,-0.9950831,0.20856415
group_33_v1_13,V_Ne,0.134969,-0.198189,-0.3449814,-0.6584424,0.07860293,0.57681148,-1.0997324,0.24908487
group_33_v1_13,W_HN,-0.509253,0.070537,-0.0098075,-0.3168848,0.12354471,-1.2534409,1.09246463,0.08898788
group_33_v1_2,A1_LP,0.004782,-0.217703,0.04344615,0.00315303,0.09806597,0.34782659,-1.174886,0.02658841
group_33_v1_2,A2_LP,0.005711,-0.06853,0.07174068,0.0249607,0.12309524,-0.3567494,-0.8173769,0.02448233
group_33_v1_2,A3_LP,0.004068,0.277746,0.07969497,-0.0404623,0.15580675,-0.7957254,-0.3063735,0.05689181
group_33_v1_2,A4_LP,0.005776,-0.07555,0.00702158,-0.06227,0.09038372,0.0606213,-0.5283264,0.03443572
group_33_v1_2,A_HN,-0.007848,0.123423,0.05651835,-0.06227,0.15580675,-0.5821145,-0.2379791,0.05251538
group_33_v1_2,B_HN,-0.008955,0.227801,0.03214611,-0.06227,0.1121914,-0.5146072,0.10666307,0.0374247
group_33_v1_2,C_LN,-0.004019,-0.333876,0.0402505,-0.0404623,0.14490291,0.25991841,-0.4798412,0.04331616
group_33_v1_2,F_HN,-0.003885,0.375765,0.04140692,0.00315303,0.10128756,1.0418446,1.22013637,0.01992294
group_33_v1_2,G_HP,0.004641,0.358273,0.03994689,-0.06227,0.09038372,-0.9942701,1.45410269,0.0314867
group_33_v1_2,H_HP,0.005252,0.402176,0.07953328,-0.0077508,0.15580675,-0.2074807,-0.8685044,0.04253294
group_33_v1_2,J_Ne,0.001819,-0.327144,0.04659571,-0.06227,0.16671059,0.48489461,-1.0881876,0.06337744
group_33_v1_2,K_Ne,0.001302,-0.374614,0.04802386,0.01405686,0.1121914,0.81331995,-0.4407691,0.02961223
group_33_v1_2,M_LN,-0.00536,-0.207547,0.04647716,-0.06227,0.15580675,-0.078378,-0.3629288,0.05135394
group_33_v1_2,N_LN,-0.00621,-0.142987,0.08942284,-0.0077508,0.15580675,-0.6389067,-0.339234,0.03849478
group_33_v1_2,O_LN,-0.004556,-0.323806,0.04685588,-0.0186546,0.13399907,0.56765455,-0.3012619,0.03461933
group_33_v1_2,P_HP,0.004613,0.395472,0.04978153,-0.0077508,0.1121914,0.11213006,-0.7988093,0.03001284
group_33_v1_2,Q_HP,0.005478,0.391416,0.01490356,-0.0731738,0.10128756,-0.2970858,-1.0178299,0.04483074
group_33_v1_2,U_Ne,0.002915,-0.284104,-0.0095005,-0.0731738,0.05767221,0.19664213,-0.5133032,0.03013867
group_33_v1_2,V_Ne,0.001992,-0.304588,0.01753138,-0.0731738,0.09639964,-0.079706,-0.9516344,0.04607171
group_33_v1_2,W_HN,-0.007515,0.108405,0.04170898,-0.0513662,0.09038372,-0.7765725,-0.0617642,0.0338825
group_33_v1_3,A1_LP,0.338321,-0.126218,-0.3898519,-0.4087567,-0.3709472,0,-1.2,0.01091633
group_33_v1_3,A2_LP,0.404028,-0.039732,-0.4032594,-0.5139686,-0.1629458,0.97999832,-0.5435483,0.10351266
group_33_v1_3,A3_LP,0.287808,0.161029,-0.3257988,-0.3789598,-0.2710878,0.00513434,-1.1931682,0.03072356
group_33_v1_3,A4_LP,0.408627,-0.043802,-0.1481756,-0.4869668,0.52559871,1.51467119,2.64171322,0.19085763
group_33_v1_3,A_HN,-0.555235,0.071557,-0.3876301,-0.5139686,-0.1764467,0.41305512,-0.852946,0.0907733
group_33_v1_3,B_HN,-0.633597,0.132072,-0.3212553,-0.5139686,-0.1609876,0.0274815,-0.9390319,0.08367309
group_33_v1_3,C_LN,-0.284313,-0.193571,-0.3128255,-0.4464642,-0.0684397,0.66742384,-0.823718,0.0984052
group_33_v1_3,F_HN,-0.274895,0.217857,-0.4023587,-0.4627483,-0.3360994,-0.4264039,-1.0021642,0.03016514
group_33_v1_3,G_HP,0.328351,0.207716,-0.3658079,-0.5004677,-0.0954415,0.98845127,-0.0870953,0.10658952
group_33_v1_3,H_HP,0.371579,0.23317,-0.1246307,-0.4599651,0.74161268,1.42132724,0.44588618,0.37892478
group_33_v1_3,J_Ne,0.128691,-0.189668,-0.3213425,-0.4869668,0.05306813,1.09223958,0.18030444,0.14111659
group_33_v1_3,K_Ne,0.092085,-0.21719,-0.3035714,-0.4869668,-0.0549389,0.01251191,-1.0048708,0.1197387
group_33_v1_3,M_LN,-0.379195,-0.12033,-0.3950659,-0.5139686,-0.2034485,0.60518806,-0.9359859,0.08609572
group_33_v1_3,N_LN,-0.439346,-0.0829,0.53645099,0.00523598,0.70111006,-1.2951852,0.34944054,0.19615387
group_33_v1_3,O_LN,-0.322317,-0.187733,-0.318063,-0.5004677,0.02606639,0.29532187,-0.1928365,0.10417779
group_33_v1_3,P_HP,0.326364,0.229283,-0.4209655,-0.5139686,-0.2882836,0.423097,-1.0899036,0.06152816
group_33_v1_3,Q_HP,0.387546,0.226931,-0.5039673,-0.5139686,-0.4776727,0.80170603,-0.2616121,0.00927454
group_33_v1_3,U_Ne,0.206208,-0.164715,-0.3788001,-0.4869668,-0.2439511,0.59765532,-1.3212605,0.08618821
group_33_v1_3,V_Ne,0.140906,-0.176591,-0.302631,-0.5139686,-0.1089423,-0.2218933,-1.1668111,0.12054952
group_33_v1_3,W_HN,-0.531652,0.06285,-0.3281632,-0.5139686,-0.041438,0.75487912,0.12020294,0.10394421
group_33_v1_4,A1_LP,0.406003,-0.082026,-0.0175557,-0.4624825,0.11803642,-2.1393196,3.3764764,0.12969302
group_33_v1_4,A2_LP,0.484855,-0.025821,-1.3E-05,-0.2474755,0.11803642,-1.1811486,1.36487065,0.07112735
group_33_v1_4,A3_LP,0.345385,0.104649,-0.0921751,-0.569986,0.09653572,-1.2182872,-0.0542611,0.20155113
group_33_v1_4,A4_LP,0.490374,-0.028466,-0.143161,-0.5807363,0.07725716,-0.9269244,-0.9085656,0.23389357
group_33_v1_4,A_HN,-0.666312,0.046504,0.02075201,-0.0539692,0.15028747,0.64687296,0.41558756,0.03936165
group_33_v1_4,B_HN,-0.760351,0.085831,0.03032652,-0.0432188,0.11803642,0.45564674,-0.3442725,0.03280389
group_33_v1_4,C_LN,-0.341191,-0.125798,0.01444715,-0.1292216,0.11803642,-0.2698523,-0.6399503,0.05296525
group_33_v1_4,F_HN,-0.329889,0.141581,0.02006444,-0.0969706,0.17178817,0.32312907,1.87416589,0.04213959
group_33_v1_4,G_HP,0.394039,0.134991,0.02599122,-0.1507223,0.13953712,0.095973,0.57276922,0.04877905
group_33_v1_4,H_HP,0.445915,0.151532,-0.0024545,-0.0862202,0.07503502,-0.3120529,-0.6757047,0.0341625
group_33_v1_4,J_Ne,0.154437,-0.123262,0.00723487,-0.0862202,0.12878677,0.52063224,-0.1656714,0.04396072
group_33_v1_4,K_Ne,0.110507,-0.141148,-0.1068008,-0.5269846,0.17178817,-0.888165,-0.7159016,0.19575753
group_33_v1_4,M_LN,-0.455054,-0.0782,-0.2794806,-0.602237,0.10728607,-0.1124118,-1.6686197,0.22321623
group_33_v1_4,N_LN,-0.527239,-0.053875,-0.1998557,-0.5914867,0.12878677,-0.1874672,-1.5390935,0.20093768
group_33_v1_4,O_LN,-0.386798,-0.122004,0.02468327,-0.1184713,0.18253852,0.04217284,-0.0051671,0.05132692
